id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
4362,Ghana,GHA,GH,1988,35.35,6.97,11.72,16.3,22.34,42.67,2.82,4.15,5.31,6.41,7.54,8.76,10.2,12.14,15.33,27.34,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,955.56,776.04,US$2011PPP,Year,0.0202237045250896,956,776,,13854214,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
4363,Ghana,GHA,GH,1989,48.8,3.26,7.42,12.45,20.63,56.23,1.04,2.22,3.15,4.27,5.49,6.96,8.89,11.75,17.25,38.98,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,4501.2,,Ghanaian cedi,Year,0.0269854838709677,,,,14233874,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,Ghana Living Standards Survey 2
4364,Ghana,GHA,GH,1989,35.99,6.99,11.54,16.03,22.06,43.38,2.87,4.12,5.23,6.31,7.41,8.62,10.06,12,15.24,28.14,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,981.36,783.84,US$2011PPP,Year,0.0269854838709677,981,784,,14233874,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
4365,Ghana,GHA,GH,1992,46.1,3.27,7.86,12.75,20.84,55.28,0.98,2.29,3.37,4.48,5.66,7.09,9.06,11.78,16.92,38.36,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,9932,,Ghanaian cedi,Year,0.0436851673835125,,,1986,15463854,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,Ghana Living Standards Survey 3
4366,Ghana,GHA,GH,1992,38.44,6.62,10.92,15.22,21.66,45.58,2.62,4,4.98,5.94,7,8.22,9.78,11.88,15.45,30.13,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,912.48,695.04,US$2011PPP,Year,0.0436851673835125,912,695,1986,15463854,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
4367,Ghana,GHA,GH,1993,33.8,7.95,11.98,16.12,21.83,42.12,3.44,4.51,5.5,6.48,7.49,8.63,9.99,11.84,14.95,27.17,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,,,,,0.0648711875896057,,,2026,15896432,,Low,13,World Bank,World Bank 2002,Poverty Monitoring Database,
4368,Ghana,GHA,GH,1997,32.7,8.48,12,16.02,21.92,41.58,3.8,4.68,5.55,6.45,7.44,8.58,9.99,11.93,15.22,26.36,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,307.2,,United States dollar,Month,0.204796277898216,,,2143,17608812,,Low,13,World Bank,World Bank 2002,Poverty Monitoring Database,
4369,Ghana,GHA,GH,1999,40.07,5.77,10.32,15,22.74,46.17,2.22,3.55,4.63,5.69,6.84,8.16,10.09,12.65,16.58,29.59,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1202.88,894.84,US$2011PPP,Year,0.266642972407191,1203,895,2233,18477612,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
4370,Ghana,GHA,GH,2006,,7.1,10.8,14.7,21,46.3,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,644,,Ghanaian cedi,Year,0.91645177271303,,,2632,22113425,New 2013,High,11,National statistical authority,Ghana Statistical Service,Ghana Living Standards Survey Report,Living Standards Survey
4371,Ghana,GHA,GH,2006,42.77,5.24,9.89,14.63,21.65,48.58,1.9,3.34,4.39,5.5,6.67,7.96,9.66,11.99,15.89,32.69,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1600.44,1165.32,US$2011PPP,Year,0.91645177271303,1600,1165,2632,22113425,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
4372,Ghana,GHA,GH,2013,42.37,5.35,9.78,14.6,21.91,48.35,2.01,3.34,4.36,5.42,6.61,7.99,9.68,12.23,16.6,31.75,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,2278.44,1659.48,US$2011PPP,Year,1.95405,2278,1659,3807,26346251,New 2018,Average,13,World Bank,World Bank 2018,PovcalNet,
4373,Greece,GRC,GR,1957,38,9,10.3,13.3,17.9,49.5,,,,,,,,,,,,23,Income (gross),"Income, gross",,,,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,,,,,8126805,,Low,9,Research study,Paukert 1973,Recalculated from Adelman and Morris 1972,
4374,Greece,GRC,GR,1958,38.1,6.3,11.1,15.6,22.3,44.7,2.3,4,5,6.1,7.1,8.5,10,12.3,15.7,29,,18.7,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Household,Household,Urban,Urban,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,45000,,Greek drachma,Year,,,,,8179268,,Not known,10,World Bank,Jain 1975,World Bank. Compilation,Household Survey
4375,Greece,GRC,GR,1959,42,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,50700,,Greek drachma,Year,,,,,8227654,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4376,Greece,GRC,GR,1960,41.1,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,50000,,Greek drachma,Year,30.000300003,,,,8271788,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4377,Greece,GRC,GR,1961,43.6,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,55000,,Greek drachma,Year,30.0000500246667,,,,8311808,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4378,Greece,GRC,GR,1962,43.9,6.4,,,,,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",,,,,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,30.000000029,,,,8348332,,Low,6,Research study,Cromwell 1977,,
4379,Greece,GRC,GR,1962,44,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,56200,,Greek drachma,Year,30.000000029,,,,8348332,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4380,Greece,GRC,GR,1963,43.2,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,71200,,Greek drachma,Year,30.000000029,,,,8382605,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4381,Greece,GRC,GR,1964,43.9,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,76100,,Greek drachma,Year,30.000000029,,,,8416193,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4382,Greece,GRC,GR,1965,44.1,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,85200,,Greek drachma,Year,30.000000029,,,,8450504,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4383,Greece,GRC,GR,1966,45.8,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,87100,,Greek drachma,Year,30.000000029,,,,8486428,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4384,Greece,GRC,GR,1967,46.3,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,92400,,Greek drachma,Year,30.000000029,,,,8524555,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4385,Greece,GRC,GR,1968,43.8,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,96300,,Greek drachma,Year,30.000000029,,,,8565665,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4386,Greece,GRC,GR,1969,43.2,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,100000,,Greek drachma,Year,30.000000029,,,,8610472,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4387,Greece,GRC,GR,1970,45.3,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,96700,,Greek drachma,Year,30.000000029,,,,8659795,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4388,Greece,GRC,GR,1971,44.9,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Household,Household,All,All,Economically active,Taxpayers,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,101600,,Greek drachma,Year,30.0000000289151,,,,8712683,,Low,5,Research study,Lianos and Kyprianos 1974,Tax data,Tax data
4389,Greece,GRC,GR,1974,41.3,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",,,,Household,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,30.000300003,,,,8914176,,Low,8,National statistical authority,Hellenic Statistical Authority,Statistical Yearbook,
4390,Greece,GRC,GR,1974,35.1,6.4,11.75,16.78,23.34,41.73,,,,,,,,,,,,,Consumption,Consumption,,,,Household,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,30.000300003,,,,8914176,,Low,9,National statistical authority,Hellenic Statistical Authority,Statistical Yearbook,
4391,Greece,GRC,GR,1974,43.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,206,153,"Local currency units, at current prices",Year,30.000300003,,,,8914176,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4392,Greece,GRC,GR,1981,36.8,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",,,,Household,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,55.4084166656667,,,,9727724,,Low,8,National statistical authority,Hellenic Statistical Authority,Statistical Yearbook,
4393,Greece,GRC,GR,1981,33.3,6.78,12.16,17.21,23.68,40.17,,,,,,,,,,,,,Consumption,Consumption,,,,Household,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,55.4084166656667,,,,9727724,,Low,9,National statistical authority,Hellenic Statistical Authority,Statistical Yearbook,
4394,Greece,GRC,GR,1986,35.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,1892,1556,"Local currency units, at current prices",Year,139.981166666583,,,,10023374,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4395,Greece,GRC,GR,1988,37.7,5.9,12.4,15.8,31.5,34.4,,,,,,,,,,,,,Income (net),"Monetary income, net",,,,Household,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,141.8605,,,,10115853,,Low,9,National statistical authority,Hellenic Statistical Authority,Statistical Yearbook,
4396,Greece,GRC,GR,1988,35.2,6.19,11.59,17.04,24,41.18,,,,,,,,,,,,,Consumption,Consumption,,,,Household,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,,,141.8605,,,,10115853,,Low,9,National statistical authority,Hellenic Statistical Authority,Statistical Yearbook,
4397,Greece,GRC,GR,1994,35.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,6056,5017,"Local currency units, at current prices",Year,242.6028175,,,20571,10684818,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4398,Greece,GRC,GR,1995,36.7,6.05,11.54,16.34,22.97,43.1,2.08,3.97,5.18,6.36,7.39,8.95,10.54,12.43,15.8,27.3,0.6,17.05,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,1284613,1050000,Greek drachma,Year,231.662735833333,,,20800,10789375,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4399,Greece,GRC,GR,1995,35,6.25,12.06,16.91,23.36,41.41,2.08,4.17,5.4,6.66,7.81,9.1,10.7,12.66,15.57,25.84,0.67,15.89,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,2236496,1888000,Greek drachma,Year,231.662735833333,,,20800,10789375,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4400,Greece,GRC,GR,1995,35,6,12,17,23,41,2,4,5,7,8,9,11,13,16,25,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,6180,5208,Euro,Year,231.662735833333,,,20800,10789375,New 2018,High,13,Eurostat,Eurostat 2018,,
4401,Greece,GRC,GR,1996,34,6,12,17,23,41,2,4,6,7,8,9,11,13,15,25,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,6479,5467,Euro,Year,240.7115425,,,21215,10880912,New 2018,High,13,Eurostat,Eurostat 2018,,
4402,Greece,GRC,GR,1997,35,6,12,17,23,42,2,4,5,7,8,9,11,13,16,26,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,7066,5891,Euro,Year,273.057853333333,,,22004,10961123,New 2018,High,13,Eurostat,Eurostat 2018,,
4403,Greece,GRC,GR,1998,35,6,12,17,23,41,2,4,5,7,8,9,11,13,16,26,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,7779,6413,Euro,Year,295.529105,,,22717,11030393,New 2018,High,13,Eurostat,Eurostat 2018,,
4404,Greece,GRC,GR,1999,34,7,12,17,23,41,2,4,6,7,8,9,11,12,15,26,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,7601,6350,Euro,Year,305.646604166667,,,23289,11090266,New 2018,High,13,Eurostat,Eurostat 2018,,
4405,Greece,GRC,GR,1999,36.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,9506,7686,"Local currency units, at current prices",Year,305.646604166667,,,23289,11090266,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4406,Greece,GRC,GR,2000,34.2,6.56,12.21,16.98,23.16,41.1,2.56,4,5.67,6.54,7.84,9.14,10.56,12.6,15.38,25.72,0.86,15.67,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,1803876,1527500,Greek drachma,Year,365.398560833333,,,24089,11142119,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4407,Greece,GRC,GR,2000,33.3,6.82,12.26,17.14,23.71,40.07,2.5,4.32,5.51,6.75,7.92,9.22,10.88,12.83,15.43,24.64,0.91,14.87,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,3168193,2690452,Greek drachma,Year,365.398560833333,,,24089,11142119,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4408,Greece,GRC,GR,2000,33,7,12,17,24,40,3,4,6,7,8,9,11,13,16,24,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,8119,6924,Euro,Year,365.398560833333,,,24089,11142119,New 2018,High,13,Eurostat,Eurostat 2018,,
4409,Greece,GRC,GR,2001,33,7,12,17,24,40,3,4,6,7,8,9,11,13,16,24,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,8262,7119,Euro,Year,1.11751,,,24990,11184398,New 2018,High,13,Eurostat,Eurostat 2018,,
4410,Greece,GRC,GR,2003,34.7,6.5,12.2,16.9,23,41.4,2.2,4.3,5.6,6.6,7.8,9.1,10.5,12.5,15.3,26.1,0.7,16.3,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,9675,8206,Euro,Year,0.886034166666667,,,27330,11243567,New 2018,High,13,Eurostat,Eurostat 2018,,
4411,Greece,GRC,GR,2003,32.76,7.23,12.38,17.16,23.28,39.95,2.75,4.48,5.62,6.76,7.92,9.24,10.7,12.58,15.39,24.56,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,11526.24,9894.24,US$2011PPP,Year,0.886034166666667,11526,9894,27330,11243567,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4412,Greece,GRC,GR,2004,33.4,7.09,12.42,16.87,22.84,40.78,2.7,4.39,5.74,6.68,7.81,9.06,10.56,12.28,15.06,25.72,0.95,15.79,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,7571,6350,Euro,Year,0.805365,,,28645,11270476,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4413,Greece,GRC,GR,2004,32.7,7.29,12.57,16.9,23.18,40.05,2.73,4.56,5.72,6.85,7.85,9.05,10.66,12.52,15.19,24.86,0.98,15.32,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12924,10909,Euro,Year,0.805365,,,28645,11270476,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4414,Greece,GRC,GR,2004,33,6.7,12.6,17.4,23.7,39.6,2,4.7,5.8,6.9,8,9.3,10.8,12.9,15.5,24.1,0.8,14.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,10199,8844,Euro,Year,0.805365,,,28645,11270476,New 2018,High,13,Eurostat,Eurostat 2018,,
4415,Greece,GRC,GR,2004,33.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12836,10701,"Local currency units, at current prices",Year,0.805365,,,28645,11270476,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4416,Greece,GRC,GR,2004,33.3,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.805365,,,28645,11270476,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4417,Greece,GRC,GR,2004,46.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.805365,,,28645,11270476,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4418,Greece,GRC,GR,2004,33.59,7.06,12.29,16.91,23,40.74,2.64,4.42,5.61,6.68,7.82,9.09,10.61,12.39,15.28,25.46,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12147.96,10272.36,US$2011PPP,Year,0.805365,12148,10272,28645,11270476,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
